Date,SKU,UnitPrice,Quantity,TotalPrice
12-01-2019,Vanilla Double Scoop,80,3,240
12-01-2019,Cake Fudge,150,5,750
12-01-2019,Hot Chocolate Fudge,120,5,600
12-01-2019,Hot Chocolate Fudge,120,5,600
12-01-2019,Dry Fruit Double Scoop,90,5,450
12-01-2019,Butterscotch Single Scoop,60,3,180
12-01-2019,Death by Chocolate,180,4,720
12-01-2019,Vanilla Double Scoop,80,2,160
12-01-2019,Dry Fruit Double Scoop,90,5,450
12-01-2019,Butterscotch Single Scoop,60,4,240
12-01-2019,Cake Fudge,150,4,600
12-01-2019,Cafe Caramel,160,3,480
12-01-2019,Vanilla Single Scoop,50,1,50
12-01-2019,Hot Chocolate Fudge,120,5,600
12-01-2019,Vanilla Single Scoop,50,5,250
12-01-2019,Hot Chocolate Fudge,120,4,480
12-01-2019,Vanilla Double Scoop,80,3,240
12-01-2019,Hot Chocolate Fudge,120,1,120
12-01-2019,Vanilla Double Scoop,80,4,320
12-01-2019,Hot Chocolate Fudge,120,4,480
12-01-2019,Vanilla Double Scoop,80,2,160
12-01-2019,Butterscotch Single Scoop,60,3,180
12-01-2019,Cake Fudge,150,5,750
12-01-2019,Hot Chocolate Fudge,120,1,120
12-01-2019,Vanilla Single Scoop,50,2,100
12-01-2019,Butterscotch Single Scoop,60,5,300
12-01-2019,Hot Chocolate Fudge,120,5,600
12-01-2019,Cake Fudge,150,2,300
12-01-2019,Vanilla Single Scoop,50,3,150
12-01-2019,Vanilla Double Scoop,80,1,80
12-01-2019,Cake Fudge,150,1,150
12-01-2019,Death by Chocolate,180,1,180
12-01-2019,Almond Fudge,150,2,300
12-01-2019,Chocolate Europa Single Scoop,70,1,70
12-01-2019,Hot Chocolate Fudge,120,1,120
12-01-2019,Hot Chocolate Fudge,120,5,600
12-01-2019,Vanilla Single Scoop,50,5,250
12-01-2019,Caramel Crunch Single Scoop,70,3,210
12-01-2019,Hot Chocolate Fudge,120,5,600
12-01-2019,Hot Chocolate Fudge,120,2,240
12-01-2019,Cafe Caramel,160,1,160
12-01-2019,Vanilla Double Scoop,80,2,160
12-01-2019,Hot Chocolate Fudge,120,4,480
12-01-2019,Cake Fudge,150,1,150
12-01-2019,Hot Chocolate Fudge,120,2,240
12-01-2019,Hot Chocolate Fudge,120,5,600
12-01-2019,Butterscotch Single Scoop,60,2,120
12-01-2019,Vanilla Double Scoop,80,4,320
12-01-2019,Trilogy,160,4,640
12-01-2019,Cake Fudge,150,5,750
12-01-2019,Hot Chocolate Fudge,120,1,120
12-01-2019,Hot Chocolate Fudge,120,3,360
12-01-2019,Hot Chocolate Fudge,120,3,360
12-01-2019,Vanilla Double Scoop,80,4,320
12-01-2019,Death by Chocolate,180,1,180
12-01-2019,Vanilla Double Scoop,80,5,400
12-01-2019,Hot Chocolate Fudge,120,4,480
12-01-2019,Vanilla Double Scoop,80,3,240
12-01-2019,Cake Fudge,150,4,600
12-01-2019,Vanilla Single Scoop,50,4,200
12-01-2019,Vanilla Single Scoop,50,3,150
12-01-2019,Vanilla Single Scoop,50,1,50
12-01-2019,Cake Fudge,150,4,600
12-01-2019,Vanilla Double Scoop,80,3,240
12-01-2019,Vanilla Double Scoop,80,5,400
12-01-2019,Vanilla Double Scoop,80,4,320
12-01-2019,Vanilla Double Scoop,80,4,320
12-01-2019,Cake Fudge,150,2,300
12-01-2019,Vanilla Double Scoop,80,4,320
12-01-2019,Hot Chocolate Fudge,120,2,240
12-01-2019,Butterscotch Single Scoop,60,4,240
12-01-2019,Butterscotch Single Scoop,60,2,120
12-01-2019,Cake Fudge,150,5,750
12-01-2019,Caramel Crunch Single Scoop,70,3,210
12-01-2019,Hot Chocolate Fudge,120,2,240
12-01-2019,Vanilla Double Scoop,80,5,400
12-01-2019,Hot Chocolate Fudge,120,4,480
12-01-2019,Hot Chocolate Fudge,120,5,600
12-01-2019,Vanilla Double Scoop,80,1,80
12-01-2019,Death by Chocolate,180,2,360
12-01-2019,Vanilla Double Scoop,80,5,400
12-01-2019,Hot Chocolate Fudge,120,4,480
12-01-2019,Fig and Honey Double Scoop,90,4,360
12-01-2019,Hot Chocolate Fudge,120,5,600
12-01-2019,Death by Chocolate,180,4,720
12-01-2019,Death by Chocolate,180,3,540
12-01-2019,Fig and Honey Single Scoop,60,2,120
12-01-2019,Vanilla Single Scoop,50,4,200
12-01-2019,Hot Chocolate Fudge,120,2,240
12-01-2019,Cafe Caramel,160,2,320
12-01-2019,Cake Fudge,150,1,150
12-01-2019,Caramel Crunch Single Scoop,70,5,350
12-01-2019,Death by Chocolate,180,1,180
12-01-2019,Hot Chocolate Fudge,120,2,240
12-01-2019,Vanilla Double Scoop,80,4,320
12-01-2019,Dry Fruit Single Scoop,60,2,120
12-01-2019,Hot Chocolate Fudge,120,2,240
12-01-2019,Vanilla Double Scoop,80,2,160
12-01-2019,Dew Drop Sundae,150,2,300
12-01-2019,Hot Chocolate Fudge,120,2,240
12-01-2019,Hot Chocolate Fudge,120,3,360
12-01-2019,Dry Fruit Single Scoop,60,2,120
12-01-2019,Vanilla Double Scoop,80,1,80
12-01-2019,Butterscotch Single Scoop,60,2,120
12-01-2019,Death by Chocolate,180,3,540
12-01-2019,Vanilla Double Scoop,80,1,80
12-01-2019,Death by Chocolate,180,3,540
13-01-2019,Dry Fruit Single Scoop,60,2,120
13-01-2019,Vanilla Double Scoop,80,4,320
13-01-2019,Chocolate Europa Single Scoop,70,2,140
13-01-2019,Hot Chocolate Fudge,120,4,480
13-01-2019,Hot Chocolate Fudge,120,2,240
13-01-2019,Hot Chocolate Fudge,120,3,360
13-01-2019,Vanilla Double Scoop,80,4,320
13-01-2019,Cake Fudge,150,5,750
13-01-2019,Hot Chocolate Fudge,120,4,480
13-01-2019,Cake Fudge,150,2,300
13-01-2019,Death by Chocolate,180,5,900
13-01-2019,Hot Chocolate Fudge,120,5,600
13-01-2019,Vanilla Single Scoop,50,4,200
13-01-2019,Cake Fudge,150,4,600
13-01-2019,Cake Fudge,150,4,600
13-01-2019,Vanilla Single Scoop,50,3,150
13-01-2019,Hot Chocolate Fudge,120,2,240
13-01-2019,Dry Fruit Single Scoop,60,2,120
13-01-2019,Vanilla Single Scoop,50,5,250
13-01-2019,Hot Chocolate Fudge,120,1,120
13-01-2019,Butterscotch Single Scoop,60,5,300
13-01-2019,Death by Chocolate,180,5,900
13-01-2019,Death by Chocolate,180,3,540
13-01-2019,Hot Chocolate Fudge,120,4,480
13-01-2019,Cake Fudge,150,2,300
13-01-2019,Butterscotch Single Scoop,60,4,240
13-01-2019,Death by Chocolate,180,4,720
13-01-2019,Cake Fudge,150,2,300
13-01-2019,Cafe Caramel,160,1,160
13-01-2019,Death by Chocolate,180,4,720
13-01-2019,Cafe Caramel,160,2,320
13-01-2019,Hot Chocolate Fudge,120,4,480
13-01-2019,Hot Chocolate Fudge,120,1,120
13-01-2019,Cake Fudge,150,3,450
13-01-2019,Hot Chocolate Fudge,120,5,600
13-01-2019,Mint Fudge,120,4,480
13-01-2019,Vanilla Single Scoop,50,5,250
13-01-2019,Death by Chocolate,180,1,180
13-01-2019,Cake Fudge,150,5,750
13-01-2019,Butterscotch Single Scoop,60,4,240
13-01-2019,Vanilla Single Scoop,50,2,100
13-01-2019,Vanilla Double Scoop,80,5,400
13-01-2019,Vanilla Double Scoop,80,1,80
13-01-2019,Cake Fudge,150,3,450
13-01-2019,Cake Fudge,150,4,600
13-01-2019,Hot Chocolate Fudge,120,3,360
13-01-2019,Hot Chocolate Fudge,120,4,480
13-01-2019,Death by Chocolate,180,2,360
13-01-2019,Hot Chocolate Fudge,120,1,120
13-01-2019,Hot Chocolate Fudge,120,1,120
13-01-2019,Vanilla Double Scoop,80,2,160
13-01-2019,Cake Fudge,150,1,150
13-01-2019,Death by Chocolate,180,2,360
13-01-2019,Hot Chocolate Fudge,120,5,600
13-01-2019,Death by Chocolate,180,1,180
13-01-2019,Cake Fudge,150,4,600
13-01-2019,Cake Fudge,150,1,150
13-01-2019,Cake Fudge,150,4,600
13-01-2019,Death by Chocolate,180,4,720
13-01-2019,Vanilla Single Scoop,50,5,250
13-01-2019,Death by Chocolate,180,1,180
13-01-2019,Butterscotch Single Scoop,60,3,180
13-01-2019,Vanilla Double Scoop,80,1,80
13-01-2019,Cake Fudge,150,2,300
13-01-2019,Cafe Caramel,160,4,640
13-01-2019,Hot Chocolate Fudge,120,3,360
13-01-2019,Butterscotch Single Scoop,60,1,60
13-01-2019,Vanilla Double Scoop,80,5,400
13-01-2019,Vanilla Double Scoop,80,3,240
13-01-2019,Hot Chocolate Fudge,120,2,240
13-01-2019,Hot Chocolate Fudge,120,2,240
13-01-2019,Cafe Caramel,160,2,320
13-01-2019,Vanilla Double Scoop,80,5,400
13-01-2019,Death by Chocolate,180,1,180
13-01-2019,Death by Chocolate,180,4,720
13-01-2019,Cake Fudge,150,2,300
13-01-2019,Cake Fudge,150,1,150
13-01-2019,Cake Fudge,150,3,450
13-01-2019,Fig and Honey Double Scoop,90,3,270
13-01-2019,Butterscotch Single Scoop,60,2,120
13-01-2019,Butterscotch Single Scoop,60,1,60
13-01-2019,Hot Chocolate Fudge,120,2,240
13-01-2019,Butterscotch Single Scoop,60,5,300
13-01-2019,Butterscotch Single Scoop,60,4,240
13-01-2019,Cake Fudge,150,3,450
13-01-2019,Vanilla Double Scoop,80,1,80
13-01-2019,Vanilla Double Scoop,80,3,240
13-01-2019,Cafe Caramel,160,2,320
13-01-2019,Cake Fudge,150,4,600
13-01-2019,Vanilla Double Scoop,80,5,400
13-01-2019,Cake Fudge,150,2,300
13-01-2019,Butterscotch Single Scoop,60,5,300
13-01-2019,Vanilla Double Scoop,80,5,400
13-01-2019,Vanilla Single Scoop,50,2,100
13-01-2019,Cafe Caramel,160,3,480
13-01-2019,Hot Chocolate Fudge,120,3,360
13-01-2019,Cake Fudge,150,3,450
13-01-2019,Cafe Caramel,160,1,160
13-01-2019,Hot Chocolate Fudge,120,1,120
13-01-2019,Hot Chocolate Fudge,120,3,360
13-01-2019,Hot Chocolate Fudge,120,4,480
13-01-2019,Vanilla Single Scoop,50,5,250
13-01-2019,Vanilla Single Scoop,50,5,250
13-01-2019,Cake Fudge,150,4,600
13-01-2019,Hot Chocolate Fudge,120,5,600
13-01-2019,Death by Chocolate,180,1,180
13-01-2019,Hot Chocolate Fudge,120,1,120
13-01-2019,Cafe Caramel,160,4,640
13-01-2019,Hot Chocolate Fudge,120,1,120
13-01-2019,Cake Fudge,150,1,150
13-01-2019,Hot Chocolate Fudge,120,4,480
13-01-2019,Vanilla Single Scoop,50,1,50
13-01-2019,Hot Chocolate Fudge,120,1,120
13-01-2019,Butterscotch Single Scoop,60,4,240
13-01-2019,Chocolate Europa Single Scoop,70,3,210
13-01-2019,Vanilla Double Scoop,80,1,80
13-01-2019,Rocky Road Single Scoop,50,2,100
13-01-2019,Vanilla Single Scoop,50,4,200
13-01-2019,Death by Chocolate,180,2,360
13-01-2019,Hot Chocolate Fudge,120,4,480
13-01-2019,Butterscotch Single Scoop,60,2,120
13-01-2019,Death by Chocolate,180,5,900
13-01-2019,Cake Fudge,150,5,750
13-01-2019,Butterscotch Single Scoop,60,3,180
13-01-2019,Cake Fudge,150,4,600
13-01-2019,Hot Chocolate Fudge,120,2,240
13-01-2019,Vanilla Single Scoop,50,5,250
13-01-2019,Vanilla Single Scoop,50,3,150
13-01-2019,Vanilla Double Scoop,80,1,80
13-01-2019,Cake Fudge,150,2,300
13-01-2019,Vanilla Double Scoop,80,3,240
13-01-2019,Vanilla Single Scoop,50,3,150
13-01-2019,Butterscotch Single Scoop,60,4,240
13-01-2019,Hot Chocolate Fudge,120,2,240
13-01-2019,Cake Fudge,150,3,450
13-01-2019,Pista Double Scoop,90,2,180
13-01-2019,Vanilla Single Scoop,50,3,150
13-01-2019,Vanilla Double Scoop,80,1,80
13-01-2019,Death by Chocolate,180,2,360
13-01-2019,Cake Fudge,150,5,750
13-01-2019,Vanilla Double Scoop,80,2,160
13-01-2019,Pista Double Scoop,90,5,450
13-01-2019,Death by Chocolate,180,2,360
13-01-2019,Hot Chocolate Fudge,120,3,360
13-01-2019,Cafe Caramel,160,1,160
13-01-2019,Cafe Caramel,160,5,800
13-01-2019,Vanilla Double Scoop,80,3,240
13-01-2019,Hot Chocolate Fudge,120,4,480
13-01-2019,Vanilla Single Scoop,50,5,250
13-01-2019,Cafe Caramel,160,1,160
13-01-2019,Pista Single Scoop,60,5,300
13-01-2019,Vanilla Double Scoop,80,3,240
13-01-2019,Chocolate Europa Single Scoop,70,1,70
13-01-2019,Vanilla Double Scoop,80,5,400
13-01-2019,Hot Chocolate Fudge,120,4,480
13-01-2019,Vanilla Double Scoop,80,2,160
14-01-2019,Hot Chocolate Fudge,120,3,360
14-01-2019,Rocky Road Single Scoop,50,3,150
14-01-2019,Vanilla Double Scoop,80,2,160
14-01-2019,Vanilla Double Scoop,80,5,400
14-01-2019,Vanilla Single Scoop,50,4,200
14-01-2019,Death by Chocolate,180,4,720
14-01-2019,Hot Chocolate Fudge,120,5,600
14-01-2019,Vanilla Double Scoop,80,5,400
14-01-2019,Hot Chocolate Fudge,120,4,480
14-01-2019,Butterscotch Single Scoop,60,1,60
14-01-2019,Death by Chocolate,180,2,360
14-01-2019,Cake Fudge,150,5,750
14-01-2019,Vanilla Double Scoop,80,3,240
14-01-2019,Hot Chocolate Fudge,120,1,120
14-01-2019,Hot Chocolate Fudge,120,5,600
14-01-2019,Hot Chocolate Fudge,120,3,360
14-01-2019,Vanilla Double Scoop,80,4,320
14-01-2019,Hot Chocolate Fudge,120,2,240
14-01-2019,Cafe Caramel,160,5,800
14-01-2019,Caramel Crunch Single Scoop,70,3,210
14-01-2019,Hot Chocolate Fudge,120,3,360
14-01-2019,Cake Fudge,150,5,750
14-01-2019,Cake Fudge,150,3,450
14-01-2019,Death by Chocolate,180,3,540
14-01-2019,Hot Chocolate Fudge,120,3,360
14-01-2019,Dry Fruit Single Scoop,60,4,240
14-01-2019,Pista Single Scoop,60,3,180
14-01-2019,Death by Chocolate,180,4,720
14-01-2019,Hot Chocolate Fudge,120,2,240
14-01-2019,Vanilla Single Scoop,50,3,150
14-01-2019,Death by Chocolate,180,2,360
14-01-2019,Vanilla Double Scoop,80,4,320
14-01-2019,Vanilla Double Scoop,80,5,400
14-01-2019,Vanilla Double Scoop,80,2,160
14-01-2019,Death by Chocolate,180,2,360
14-01-2019,Death by Chocolate,180,4,720
14-01-2019,Death by Chocolate,180,2,360
14-01-2019,Pista Double Scoop,90,5,450
14-01-2019,Cake Fudge,150,5,750
14-01-2019,Cake Fudge,150,1,150
14-01-2019,Butterscotch Single Scoop,60,2,120
14-01-2019,Hot Chocolate Fudge,120,4,480
14-01-2019,Almond Fudge,150,3,450
14-01-2019,Cake Fudge,150,4,600
14-01-2019,Hot Chocolate Fudge,120,4,480
14-01-2019,Cake Fudge,150,4,600
14-01-2019,Cake Fudge,150,3,450
14-01-2019,Vanilla Double Scoop,80,4,320
14-01-2019,Mint Fudge,120,5,600
14-01-2019,Cake Fudge,150,4,600
14-01-2019,Death by Chocolate,180,4,720
14-01-2019,Hot Chocolate Fudge,120,2,240
14-01-2019,Vanilla Double Scoop,80,5,400
14-01-2019,Hot Chocolate Fudge,120,5,600
14-01-2019,Vanilla Double Scoop,80,3,240
14-01-2019,Vanilla Double Scoop,80,3,240
14-01-2019,Hot Chocolate Fudge,120,4,480
14-01-2019,Hot Chocolate Fudge,120,1,120
14-01-2019,Cake Fudge,150,2,300
14-01-2019,Vanilla Double Scoop,80,5,400
14-01-2019,Rocky Road Double Scoop,80,5,400
14-01-2019,Hot Chocolate Fudge,120,4,480
14-01-2019,Hot Chocolate Fudge,120,5,600
14-01-2019,Dew Drop Sundae,150,4,600
14-01-2019,Death by Chocolate,180,1,180
14-01-2019,Vanilla Single Scoop,50,1,50
14-01-2019,Vanilla Double Scoop,80,5,400
14-01-2019,Cake Fudge,150,1,150
14-01-2019,Butterscotch Single Scoop,60,1,60
14-01-2019,Vanilla Double Scoop,80,1,80
14-01-2019,Butterscotch Single Scoop,60,3,180
14-01-2019,Hot Chocolate Fudge,120,4,480
14-01-2019,Death by Chocolate,180,3,540
14-01-2019,Hot Chocolate Fudge,120,3,360
14-01-2019,Vanilla Double Scoop,80,4,320
14-01-2019,Vanilla Double Scoop,80,1,80
14-01-2019,Cafe Caramel,160,4,640
14-01-2019,Hot Chocolate Fudge,120,2,240
14-01-2019,Death by Chocolate,180,4,720
14-01-2019,Hot Chocolate Fudge,120,5,600
14-01-2019,Cafe Caramel,160,1,160
14-01-2019,Vanilla Double Scoop,80,1,80
14-01-2019,Hot Chocolate Fudge,120,3,360
14-01-2019,Butterscotch Single Scoop,60,5,300
14-01-2019,Cake Fudge,150,1,150
14-01-2019,Butterscotch Single Scoop,60,3,180
14-01-2019,Chocolate Europa Single Scoop,70,1,70
14-01-2019,Cake Fudge,150,1,150
14-01-2019,Vanilla Double Scoop,80,2,160
14-01-2019,Pista Single Scoop,60,2,120
14-01-2019,Hot Chocolate Fudge,120,4,480
14-01-2019,Cake Fudge,150,2,300
14-01-2019,Rocky Road Single Scoop,50,1,50
14-01-2019,Cake Fudge,150,2,300
14-01-2019,Vanilla Double Scoop,80,4,320
14-01-2019,Hot Chocolate Fudge,120,1,120
14-01-2019,Vanilla Double Scoop,80,3,240
14-01-2019,Hot Chocolate Fudge,120,2,240
14-01-2019,Hot Chocolate Fudge,120,3,360
14-01-2019,Vanilla Single Scoop,50,1,50
14-01-2019,Fig and Honey Single Scoop,60,2,120
14-01-2019,Vanilla Double Scoop,80,2,160
14-01-2019,Caramel Crunch Single Scoop,70,2,140
14-01-2019,Chocolate Europa Double Scoop,100,5,500
14-01-2019,Vanilla Single Scoop,50,2,100
14-01-2019,Butterscotch Single Scoop,60,4,240
14-01-2019,Vanilla Double Scoop,80,5,400
14-01-2019,Cake Fudge,150,3,450
14-01-2019,Vanilla Double Scoop,80,2,160
14-01-2019,Hot Chocolate Fudge,120,5,600
14-01-2019,Rocky Road Single Scoop,50,4,200
14-01-2019,Butterscotch Double Scoop,90,5,450
14-01-2019,Vanilla Double Scoop,80,5,400
14-01-2019,Butterscotch Single Scoop,60,2,120
14-01-2019,Hot Chocolate Fudge,120,3,360
14-01-2019,Hot Chocolate Fudge,120,1,120
14-01-2019,Vanilla Double Scoop,80,2,160
14-01-2019,Butterscotch Single Scoop,60,3,180
14-01-2019,Vanilla Double Scoop,80,4,320
14-01-2019,Hot Chocolate Fudge,120,5,600
14-01-2019,Death by Chocolate,180,4,720
14-01-2019,Butterscotch Double Scoop,90,3,270
14-01-2019,Almond Fudge,150,4,600
14-01-2019,Hot Chocolate Fudge,120,2,240
14-01-2019,Butterscotch Single Scoop,60,4,240
14-01-2019,Dry Fruit Double Scoop,90,1,90
15-01-2019,Banana Split,140,1,140
15-01-2019,Hot Chocolate Fudge,120,3,360
15-01-2019,Hot Chocolate Fudge,120,3,360
15-01-2019,Vanilla Single Scoop,50,2,100
15-01-2019,Cake Fudge,150,1,150
15-01-2019,Vanilla Single Scoop,50,1,50
15-01-2019,Vanilla Double Scoop,80,1,80
15-01-2019,Vanilla Single Scoop,50,3,150
15-01-2019,Hot Chocolate Fudge,120,1,120
15-01-2019,Dew Drop Sundae,150,5,750
15-01-2019,Cafe Caramel,160,2,320
15-01-2019,Fig and Honey Double Scoop,90,2,180
15-01-2019,Vanilla Single Scoop,50,2,100
15-01-2019,Cafe Caramel,160,4,640
15-01-2019,Cake Fudge,150,3,450
15-01-2019,Vanilla Single Scoop,50,1,50
15-01-2019,Vanilla Double Scoop,80,3,240
15-01-2019,Butterscotch Single Scoop,60,4,240
15-01-2019,Cake Fudge,150,2,300
15-01-2019,Vanilla Single Scoop,50,4,200
15-01-2019,Dry Fruit Double Scoop,90,5,450
15-01-2019,Chocolate Europa Single Scoop,70,1,70
15-01-2019,Hot Chocolate Fudge,120,3,360
15-01-2019,Death by Chocolate,180,4,720
15-01-2019,Death by Chocolate,180,2,360
15-01-2019,Butterscotch Single Scoop,60,2,120
15-01-2019,Cake Fudge,150,4,600
15-01-2019,Cake Fudge,150,5,750
15-01-2019,Hot Chocolate Fudge,120,1,120
15-01-2019,Cake Fudge,150,1,150
15-01-2019,Almond Fudge,150,5,750
15-01-2019,Hot Chocolate Fudge,120,5,600
15-01-2019,Vanilla Single Scoop,50,5,250
15-01-2019,Vanilla Single Scoop,50,3,150
15-01-2019,Vanilla Double Scoop,80,3,240
15-01-2019,Hot Chocolate Fudge,120,4,480
15-01-2019,Butterscotch Single Scoop,60,2,120
15-01-2019,Vanilla Double Scoop,80,3,240
15-01-2019,Vanilla Single Scoop,50,5,250
15-01-2019,Death by Chocolate,180,4,720
15-01-2019,Butterscotch Single Scoop,60,5,300
15-01-2019,Hot Chocolate Fudge,120,5,600
15-01-2019,Death by Chocolate,180,2,360
15-01-2019,Fig and Honey Double Scoop,90,1,90
15-01-2019,Death by Chocolate,180,4,720
15-01-2019,Hot Chocolate Fudge,120,1,120
15-01-2019,Butterscotch Single Scoop,60,1,60
15-01-2019,Cake Fudge,150,1,150
15-01-2019,Butterscotch Single Scoop,60,1,60
15-01-2019,Hot Chocolate Fudge,120,2,240
15-01-2019,Butterscotch Single Scoop,60,1,60
15-01-2019,Cake Fudge,150,3,450
15-01-2019,Cake Fudge,150,3,450
15-01-2019,Cake Fudge,150,1,150
15-01-2019,Vanilla Single Scoop,50,2,100
15-01-2019,Vanilla Double Scoop,80,5,400
15-01-2019,Death by Chocolate,180,1,180
15-01-2019,Cake Fudge,150,5,750
15-01-2019,Dew Drop Sundae,150,2,300
15-01-2019,Hot Chocolate Fudge,120,4,480
15-01-2019,Vanilla Single Scoop,50,2,100
15-01-2019,Vanilla Double Scoop,80,1,80
15-01-2019,Hot Chocolate Fudge,120,3,360
15-01-2019,Almond Fudge,150,4,600
15-01-2019,Hot Chocolate Fudge,120,4,480
15-01-2019,Vanilla Double Scoop,80,4,320
15-01-2019,Death by Chocolate,180,5,900
15-01-2019,Cake Fudge,150,5,750
15-01-2019,Cafe Caramel,160,2,320
15-01-2019,Chocolate Europa Double Scoop,100,5,500
15-01-2019,Hot Chocolate Fudge,120,3,360
15-01-2019,Hot Chocolate Fudge,120,1,120
15-01-2019,Hot Chocolate Fudge,120,4,480
15-01-2019,Vanilla Double Scoop,80,3,240
15-01-2019,Fig and Honey Single Scoop,60,5,300
15-01-2019,Cafe Caramel,160,2,320
15-01-2019,Hot Chocolate Fudge,120,2,240
15-01-2019,Hot Chocolate Fudge,120,3,360
15-01-2019,Hot Chocolate Fudge,120,3,360
15-01-2019,Caramel Crunch Single Scoop,70,2,140
15-01-2019,Trilogy,160,2,320
15-01-2019,Butterscotch Single Scoop,60,4,240
15-01-2019,Cake Fudge,150,2,300
15-01-2019,Cake Fudge,150,3,450
15-01-2019,Hot Chocolate Fudge,120,1,120
15-01-2019,Hot Chocolate Fudge,120,1,120
15-01-2019,Dry Fruit Double Scoop,90,4,360
15-01-2019,Death by Chocolate,180,3,540
15-01-2019,Vanilla Double Scoop,80,1,80
15-01-2019,Cake Fudge,150,1,150
15-01-2019,Vanilla Double Scoop,80,5,400
15-01-2019,Vanilla Single Scoop,50,3,150
15-01-2019,Vanilla Double Scoop,80,1,80
15-01-2019,Hot Chocolate Fudge,120,5,600
15-01-2019,Hot Chocolate Fudge,120,4,480
15-01-2019,Hot Chocolate Fudge,120,2,240
15-01-2019,Cafe Caramel,160,4,640
15-01-2019,Trilogy,160,4,640
15-01-2019,Vanilla Single Scoop,50,2,100
15-01-2019,Caramel Crunch Single Scoop,70,4,280
16-01-2019,Hot Chocolate Fudge,120,5,600
16-01-2019,Butterscotch Single Scoop,60,4,240
16-01-2019,Vanilla Double Scoop,80,1,80
16-01-2019,Hot Chocolate Fudge,120,4,480
16-01-2019,Chocolate Europa Double Scoop,100,4,400
16-01-2019,Death by Chocolate,180,5,900
16-01-2019,Vanilla Double Scoop,80,5,400
16-01-2019,Death by Chocolate,180,1,180
16-01-2019,Butterscotch Single Scoop,60,3,180
16-01-2019,Chocolate Europa Single Scoop,70,5,350
16-01-2019,Vanilla Single Scoop,50,3,150
16-01-2019,Vanilla Single Scoop,50,2,100
16-01-2019,Cake Fudge,150,4,600
16-01-2019,Vanilla Double Scoop,80,4,320
16-01-2019,Cake Fudge,150,1,150
16-01-2019,Butterscotch Single Scoop,60,2,120
16-01-2019,Cake Fudge,150,2,300
16-01-2019,Cafe Caramel,160,4,640
16-01-2019,Death by Chocolate,180,5,900
16-01-2019,Hot Chocolate Fudge,120,4,480
16-01-2019,Hot Chocolate Fudge,120,1,120
16-01-2019,Death by Chocolate,180,3,540
16-01-2019,Butterscotch Single Scoop,60,2,120
16-01-2019,Death by Chocolate,180,3,540
16-01-2019,Vanilla Double Scoop,80,4,320
16-01-2019,Cafe Caramel,160,4,640
16-01-2019,Cake Fudge,150,1,150
16-01-2019,Vanilla Double Scoop,80,4,320
16-01-2019,Vanilla Double Scoop,80,4,320
16-01-2019,Death by Chocolate,180,2,360
16-01-2019,Caramel Crunch Single Scoop,70,1,70
16-01-2019,Vanilla Double Scoop,80,3,240
16-01-2019,Vanilla Double Scoop,80,1,80
16-01-2019,Pista Double Scoop,90,3,270
16-01-2019,Death by Chocolate,180,3,540
16-01-2019,Cake Fudge,150,4,600
16-01-2019,Death by Chocolate,180,2,360
16-01-2019,Hot Chocolate Fudge,120,4,480
16-01-2019,Vanilla Double Scoop,80,1,80
16-01-2019,Butterscotch Single Scoop,60,1,60
16-01-2019,Vanilla Double Scoop,80,3,240
16-01-2019,Butterscotch Single Scoop,60,1,60
16-01-2019,Rocky Road Double Scoop,80,1,80
16-01-2019,Cake Fudge,150,4,600
16-01-2019,Butterscotch Single Scoop,60,5,300
16-01-2019,Cafe Caramel,160,1,160
16-01-2019,Trilogy,160,4,640
16-01-2019,Death by Chocolate,180,2,360
16-01-2019,Dry Fruit Double Scoop,90,5,450
16-01-2019,Death by Chocolate,180,3,540
16-01-2019,Cafe Caramel,160,2,320
16-01-2019,Death by Chocolate,180,5,900
16-01-2019,Hot Chocolate Fudge,120,4,480
16-01-2019,Hot Chocolate Fudge,120,1,120
16-01-2019,Almond Fudge,150,1,150
16-01-2019,Death by Chocolate,180,4,720
16-01-2019,Cafe Caramel,160,5,800
16-01-2019,Vanilla Double Scoop,80,4,320
16-01-2019,Rocky Road Single Scoop,50,4,200
16-01-2019,Cake Fudge,150,1,150
16-01-2019,Almond Fudge,150,1,150
16-01-2019,Cake Fudge,150,1,150
16-01-2019,Vanilla Double Scoop,80,5,400
16-01-2019,Cake Fudge,150,4,600
16-01-2019,Butterscotch Single Scoop,60,3,180
16-01-2019,Cafe Caramel,160,5,800
16-01-2019,Chocolate Europa Double Scoop,100,3,300
16-01-2019,Cake Fudge,150,5,750
16-01-2019,Death by Chocolate,180,2,360
16-01-2019,Banana Split,140,3,420
16-01-2019,Cafe Caramel,160,2,320
16-01-2019,Death by Chocolate,180,1,180
16-01-2019,Vanilla Single Scoop,50,4,200
16-01-2019,Butterscotch Single Scoop,60,3,180
16-01-2019,Hot Chocolate Fudge,120,1,120
16-01-2019,Vanilla Single Scoop,50,3,150
16-01-2019,Death by Chocolate,180,2,360
16-01-2019,Cake Fudge,150,2,300
16-01-2019,Hot Chocolate Fudge,120,3,360
16-01-2019,Rocky Road Single Scoop,50,4,200
16-01-2019,Vanilla Double Scoop,80,3,240
16-01-2019,Hot Chocolate Fudge,120,4,480
16-01-2019,Pista Double Scoop,90,5,450
16-01-2019,Fig and Honey Single Scoop,60,5,300
16-01-2019,Hot Chocolate Fudge,120,2,240
16-01-2019,Butterscotch Single Scoop,60,2,120
